role_code;role_label;company_name_official;company_name_normalized;market_partner_id;source_file;source_line_no
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Gesellschaft zur Erhaltung von Schienenfahrzeugen Stuttgart e.V.;gesellschaftzurerhaltungvonschienenfahrzeugenstuttgartev;1900100301250;vens liste.csv;111
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Siemens AG;siemensag;1900100301268;vens liste.csv;112
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SETG - Salzburger Eisenbahn TransportLogistik GmbH;setgsalzburgereisenbahntransportlogistikgmbh;1900100301276;vens liste.csv;113
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;KombiRail Europe B.V.;kombiraileuropebv;1900100301284;vens liste.csv;114
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SWEG Südwestdeutsche Landesverkehrs-GmbH;swegsuedwestdeutschelandesverkehrsgmbh;1900100301292;vens liste.csv;115
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SNCFL Société Nationale des Chemins de Fer Luxembourgeois;sncflsocietenationaledescheminsdeferluxembourgeois;1900100301309;vens liste.csv;116
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;e.g.o.o. Eisenbahngesellschaft Ostfriesland-Oldenburg mbH;egooeisenbahngesellschaftostfrieslandoldenburgmbh;1900100301317;vens liste.csv;117
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SBB AG;sbbag;1900100301325;vens liste.csv;118
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ESG Eisenbahn Service Gesellschaft mbH;esgeisenbahnservicegesellschaftmbh;1900100301333;vens liste.csv;119
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Rotterdam Rail Feeding B.V.;rotterdamrailfeedingbv;1900100301341;vens liste.csv;120
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Bocholter Eisenbahngesellschaft mbH;bocholtereisenbahngesellschaftmbh;1900100301359;vens liste.csv;121
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Centralbahn AG;centralbahnag;1900100301367;vens liste.csv;122
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;CTL Logistics GmbH;ctllogisticsgmbh;1900100301375;vens liste.csv;123
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ERS Railways B.V.;ersrailwaysbv;1900100301383;vens liste.csv;124
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;GfE Ges. für Eisenbahnbetrieb mbH;gfegesfuereisenbahnbetriebmbh;1900100301391;vens liste.csv;125
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ÖBB-Personenverkehr AG;oebbpersonenverkehrag;1900100301408;vens liste.csv;126
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;InfraLeuna GmbH;infraleunagmbh;1900100301416;vens liste.csv;127
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Rail 4U - Eisenbahndienstleistungen;rail4ueisenbahndienstleistungen;1900100301424;vens liste.csv;128
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Eichholz Eivel GmbH;eichholzeivelgmbh;1900100301432;vens liste.csv;129
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Cargo Logistik Rail Service GmbH;cargologistikrailservicegmbh;1900100301440;vens liste.csv;130
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;MEV Eisenbahn-Verkehrsgesellschaft mbH;meveisenbahnverkehrsgesellschaftmbh;1900100301458;vens liste.csv;131
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Traditionsgemeinschaft Bw Halle P e.V.;traditionsgemeinschaftbwhallepev;1900100301466;vens liste.csv;132
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Rail Cargo Austria AG;railcargoaustriaag;1900100301474;vens liste.csv;133
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;LTE Netherlands B.V.;ltenetherlandsbv;1900100301482;vens liste.csv;134
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH;eisenbahnbauundbetriebsgesellschaftpressnitztalbahnmbh;1900100301490;vens liste.csv;135
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ORLEN Kolej sp. z o.o.;orlenkolejspzoo;1900100301507;vens liste.csv;136
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;TRI Train Rental GmbH;tritrainrentalgmbh;1900100301515;vens liste.csv;137
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Locon Benelux B.V.;loconbeneluxbv;1900100301523;vens liste.csv;138
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;northrail Fahrzeugverwaltungs GmbH;northrailfahrzeugverwaltungsgmbh;1900100301531;vens liste.csv;139
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;BLS Cargo AG;blscargoag;1900100301549;vens liste.csv;140
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;BayernBahn GmbH;bayernbahngmbh;1900100301557;vens liste.csv;141
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Retrack Germany GmbH;retrackgermanygmbh;1900100301565;vens liste.csv;142
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Bahnwelt Betriebs-GmbH;bahnweltbetriebsgmbh;1900100301573;vens liste.csv;143
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ALSTOM Transportation Germany GmbH;alstomtransportationgermanygmbh;1900100301581;vens liste.csv;144
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Freightliner DE GmbH;freightlinerdegmbh;1900100301599;vens liste.csv;145
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;BLG RailTec GmbH;blgrailtecgmbh;1900100301606;vens liste.csv;146
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;LokoTrain s.r.o.;lokotrainsro;1900100301614;vens liste.csv;147
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;DB Cargo AG;dbcargoag;1900100301622;vens liste.csv;148
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Falkenberger Eisenbahngesellschaft mbH;falkenbergereisenbahngesellschaftmbh;1900100301630;vens liste.csv;149
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SNCF Societé Nationale des Chemins de Fer Français;sncfsocietenationaledescheminsdeferfrancais;1900100301648;vens liste.csv;150
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;DB Regio AG;dbregioag;1900100301656;vens liste.csv;151
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;S-Rail GmbH;srailgmbh;1900100301664;vens liste.csv;152
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Steiermarkbahn Transport & Logistik GmbH;steiermarkbahntransportlogistikgmbh;1900100301672;vens liste.csv;153
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Cargo Service GmbH;cargoservicegmbh;1900100301680;vens liste.csv;154
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SNCF Voyages Deutschland GmbH;sncfvoyagesdeutschlandgmbh;1900100301698;vens liste.csv;155
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;PKP Intercity S.A.;pkpintercitysa;1900100301705;vens liste.csv;156
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;CD Cargo a.s. Niederlassung Deutschland;cdcargoasniederlassungdeutschland;1900100301713;vens liste.csv;157
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Green Cargo AB;greencargoab;1900100301721;vens liste.csv;158
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SNCB (Société nationale des chemins de fer belges);sncbsocietenationaledescheminsdeferbelges;1900100301739;vens liste.csv;159
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;HGB-Hessische Güterbahn GmbH;hgbhessischegueterbahngmbh;1900100301747;vens liste.csv;160
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Wedler Franz Logistik GmbH & Co. KG;wedlerfranzlogistikgmbhcokg;1900100301755;vens liste.csv;161
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;TRIANGULA Logistik GmbH;triangulalogistikgmbh;1900100301763;vens liste.csv;162
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;EURO-EXPRESS Sonderzüge GmbH & Co. KG;euroexpresssonderzuegegmbhcokg;1900100301771;vens liste.csv;163
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Lausitzer Dampflok Club e.V.;lausitzerdampflokclubev;1900100301789;vens liste.csv;164
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;EUROPORTE France;europortefrance;1900100301797;vens liste.csv;165
