role_code;role_name;official_company_name;mp_id;datalake_company_name;datalake_rics;datalake_relation_number;datalake_country;match_method;match_score;match_status;manual_review;approved_active_flag;alternative_1;alternative_1_score;alternative_2;alternative_2_score;alternative_3;alternative_3_score;manual_comment;source_line_no
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Abellio Rail Mitteldeutschland GmbH;1900100300715;Abellio Rail Mitteldeutschland GmbH;3684;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;67
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Abellio Rail GmbH;1900100300723;Abellio Rail NRW GmbH;3526;;Germany;PROPOSED_LOW;100.0;REVIEW_REQUIRED;Y;N;Abellio GmbH;100.0;TK Rail GmbH;85.7;QaS-Rail GmbH;81.8;;68
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;TX Logistik Transalpine GmbH;1900100300731;TX Logistik Austria GmbH;3432;;Austria;PROPOSED_LOW;80.0;REVIEW_REQUIRED;Y;N;TX Logistik Schweiz GmbH;80.0;Willke Logistik GmbH;78.8;Logserv - Logistik Service GmbH;76.5;;69
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Alpha Trains Luxembourg S.á.r.l.;1900100300749;Alpha Trains Luxembourg S.à r.l.;;;Luxembourg;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;70
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Transdev Mitteldeutschland GmbH;1900100300822;Transdev Mitteldeutschland GmbH;5295;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;71
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Macquarie European Rail Limited;1900100300830;ERR European Rail Rent GmbH;4133;;Germany;PROPOSED_LOW;74.3;REVIEW_REQUIRED;Y;N;BEACON RAIL LEASING LIMITED;65.5;Colas Rail Limited;65.3;Direct Rail Services Limited;64.4;;72
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Hector Rail AB;1900100300848;Hector Rail AB (Schweden);3208;;Sweden;AUTO_COSMETIC;100.0;APPROVED_AUTO;N;Y;;;;;;;;73
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Beacon Rail Leasing Limited;1900100300856;BEACON RAIL LEASING LIMITED;;;United Kingdom;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;74
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Transdev Regio GmbH;1900100300864;Transdev GmbH;3076;;Germany;PROPOSED_LOW;81.2;REVIEW_REQUIRED;Y;N;Transdev Verkehr GmbH;81.2;Transdev Rhein-Ruhr GmbH;81.2;Transdev Hannover GmbH;81.2;;75
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ÖBB-Produktion GmbH;1900100300872;ÖBB Produktion;;;Austria;REVIEW_LEGAL_FORM_VARIANT;99.0;REVIEW_REQUIRED;Y;N;;;;;;;;76
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;LOKOMOTION Gesellschaft für Schienentraktion mbH;1900100300880;Lokomotion Gesellschaft für Schienentraktion mbH;3157;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;77
