run_id;calculated_at_utc;source_snapshot_at_utc;error_cutoff_utc;raw_locomotive_movement_rows;raw_transport_detail_rows;raw_locomotive_master_rows;staging_event_rows;skipped_event_rows;timeline_movement_rows;timeline_gap_rows;de_movement_rows;findings_error;findings_manual_review;findings_warning;findings_info;loco_days_ready;loco_days_warning;loco_days_blocked;global_export_blockers;excluded_export_rows;export_zuordnungen_rows;export_nutzungsmeldung_rows;unresolved_performing_ru;market_partner_mapping_conflicts;market_partner_role_conflicts;assigned_minutes;unresolved_gap_minutes;overlap_minutes;total_coverage_pct
RUN_20260607_200600;2026-06-07 22:06:09.202124;2026-06-07 19:57:43;2026-06-06 19:57:43;21855;19534;1891;14429;7400;14429;2987;7521;695;0;0;1113;552;0;1662;355;7521;0;0;0;0;1;2230380;328665;53310;87.16
