run_id;loco_no;performing_ru;coverage_date;coverage_pct;assigned_minutes;unresolved_gap_minutes;overlap_minutes;error_findings;manual_review_findings;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91806193260-7;LTE NL - LTE Netherlands B.V.;2026-06-20;95.24;600;30;0;0;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193262-3;LTE NL - LTE Netherlands B.V.;2026-06-20;100.0;960;0;15;1;0;BLOCKED;ERROR-Findings=1 | Overlap-Minuten=15 | Nicht exportfähige Movements=1 | Tatsaechliche Ueberschneidung=12.0 Minuten;720;12.0
RUN_20260621_191259;91806193427-2;LTE NL - LTE Netherlands B.V.;2026-06-20;38.24;390;630;0;0;0;BLOCKED;GAPs über 8h=1 | Ungeklärte GAP-Minuten=630;0;0.0
RUN_20260621_191259;91806193515-4;LTE NL - LTE Netherlands B.V.;2026-06-20;100.0;15;0;0;0;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1;0;0.0
RUN_20260621_191259;91806193718-4;LTE NL - LTE Netherlands B.V.;2026-06-20;100.0;900;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193738-2;LTE NL - LTE Netherlands B.V.;2026-06-20;100.0;330;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193740-8;LTE NL - LTE Netherlands B.V.;2026-06-20;100.0;900;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193818-2;LTE NL - LTE Netherlands B.V.;2026-06-20;86.36;285;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193829-9;LTE NL - LTE Netherlands B.V.;2026-06-20;84.06;870;165;0;0;0;WARNING;Ungeklärte GAP-Minuten=165 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806193933-9;LTE NL - LTE Netherlands B.V.;2026-06-20;91.3;630;60;0;0;1;BLOCKED;Manual Reviews=1 | GAPs über 8h=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=60;0;0.0
RUN_20260621_191259;91806193962-8;LTE NL - LTE Netherlands B.V.;2026-06-20;100.0;480;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91807193881-8;LTE NL - LTE Netherlands B.V.;2026-06-20;95.95;1065;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186941-1;LTE PL - LTE Polska Spółka z o.o.;2026-06-20;100.0;495;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806185294-6;LTE AT - LTE Austria GmbH;2026-06-19;100.0;435;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806186456-0;LTE AT - LTE Austria GmbH;2026-06-19;100.0;15;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193374-6;LTE AT - LTE Austria GmbH;2026-06-19;89.06;855;105;0;0;0;WARNING;Ungeklärte GAP-Minuten=105 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193377-9;LTE AT - LTE Austria GmbH;2026-06-19;100.0;870;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193805-9;LTE AT - LTE Austria GmbH;2026-06-19;100.0;405;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91850000010-7;LTE CH - LTE Schweiz GmbH;2026-06-19;75.51;555;180;0;0;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=180 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193221-9;LTE CZ - LTE Czechia s.r.o.;2026-06-19;100.0;105;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193796-0;LTE CZ - LTE Czechia s.r.o.;2026-06-19;100.0;855;0;0;0;0;READY;"";0;0.0
