run_id;calculated_at_utc;source_snapshot_at_utc;error_cutoff_utc;raw_locomotive_movement_rows;raw_transport_detail_rows;raw_locomotive_master_rows;staging_event_rows;skipped_event_rows;timeline_movement_rows;timeline_gap_rows;de_movement_rows;findings_error;findings_manual_review;findings_warning;findings_info;loco_days_ready;loco_days_warning;loco_days_blocked;global_export_blockers;excluded_export_rows;export_zuordnungen_rows;export_nutzungsmeldung_rows;unresolved_performing_ru;market_partner_mapping_conflicts;market_partner_role_conflicts;assigned_minutes;unresolved_gap_minutes;overlap_minutes;total_coverage_pct
RUN_20260621_191259;2026-06-21 21:13:24.24789;2026-06-21 19:12:39;2026-06-20 19:12:39;21426;19929;1898;13962;7443;13962;2690;7382;681;49;0;1020;756;671;322;414;7382;0;0;0;0;1;1287840;280845;5325;82.1
