run_id;loco_no;coverage_date;performing_rus;performing_ru_count;in_report_movement_rows;assignment_slot_count;assigned_minutes;relevant_gap_slot_count;unresolved_gap_minutes;overlap_slot_count;overlap_minutes;expected_scope_slot_count;coverage_pct;relevant_gap_rows;long_gap_rows;max_gap_minutes;error_findings;manual_review_findings;warning_findings;info_findings;finding_rule_ids;export_ready_movement_rows;not_export_ready_movement_rows;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91807193212-6;2026-06-17;LTE DE - LTE Germany GmbH;1;12;55;825;2;30;0;0;57;96.49;1;0;17;0;0;0;1;R010.5;12;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91807193881-8;2026-06-17;LTE NL - LTE Netherlands B.V.;1;4;70;1050;29;435;0;0;99;70.71;1;0;426;0;0;0;1;R010.5;4;0;WARNING;Ungeklärte GAP-Minuten=435 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91807193883-4;2026-06-17;LTE NL - LTE Netherlands B.V.;1;2;28;420;2;30;0;0;30;93.33;1;0;17;0;0;0;1;R010.5;2;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91807193886-7;2026-06-17;DB Cargo Belgium;1;1;2;30;0;0;0;0;2;100.0;0;0;0;0;0;0;0;"";1;0;READY;"";0;0.0
RUN_20260621_191259;91807193908-9;2026-06-17;LTE NL - LTE Netherlands B.V.;1;4;70;1050;2;30;0;0;72;97.22;1;0;22;0;0;0;1;R010.5;4;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91850000002-4;2026-06-17;"";0;0;0;0;0;0;0;0;0;0.0;0;0;0;1;0;0;0;R012;0;0;BLOCKED;ERROR-Findings=1;0;0.0
RUN_20260621_191259;91850000010-7;2026-06-17;MEDWAY BELGIUM nv;1;2;14;210;0;0;0;0;14;100.0;0;0;0;0;0;0;0;"";2;0;READY;"";0;0.0
RUN_20260621_191259;91887186221-8;2026-06-17;LTE NL - LTE Netherlands B.V.;1;4;43;645;52;780;0;0;95;45.26;2;1;765;1;0;0;1;R010.5, R010;4;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=780 | INFO-Findings=1;0;0.0
RUN_20260621_191259;90802019402-7;2026-06-16;LTE DE - LTE Germany GmbH;1;0;96;1440;0;0;0;0;96;100.0;0;0;0;0;0;0;0;"";0;0;READY;"";0;0.0
RUN_20260621_191259;90802159256-7;2026-06-16;LTE AT - LTE Austria GmbH | RTB CARGO GmbH;2;4;87;1305;0;0;0;0;87;100.0;0;0;0;0;0;0;0;"";4;0;READY;"";0;0.0
RUN_20260621_191259;90802159259-1;2026-06-16;LTE DE - LTE Germany GmbH;1;10;51;765;46;690;4;60;97;52.58;1;1;676;3;0;0;0;R010, R011;8;2;BLOCKED;ERROR-Findings=3 | Overlap-Minuten=60 | GAPs über 8h=1 | Nicht exportfähige Movements=2 | Ungeklärte GAP-Minuten=690 | Tatsaechliche Ueberschneidung=41.0 Minuten;2460;41.0
RUN_20260621_191259;91515370035-5;2026-06-16;LTE NL - LTE Netherlands B.V.;1;5;35;525;15;225;0;0;50;70.0;1;0;225;0;0;0;1;R010.5;5;0;WARNING;Ungeklärte GAP-Minuten=225 | INFO-Findings=1;0;0.0
