run_id;loco_no;transport_number;next_transport_number;destination_name;next_origin_name;actual_arrival_ts;next_actual_departure_ts;approximate_gap_start_utc;approximate_gap_end_utc;gap_context_class;source_table;source_row_id
RUN_20260609_142008;91806193627-7;458625;459321;Neuss Gbf;Krefeld-Linn;;2026-06-08 20:00:00;2026-06-08 10:00:00;2026-06-08 20:00:00;DE_CONTINUITY;raw_locomotivemovement;7543
