role_code;source_value_normalized;source_value;official_company_name;market_partner_id;match_method;match_score
ANE_TENS;hamburgerrailservicegmbhcokg;Hamburger Rail Service GmbH & Co.KG;Hamburger Rail Service GmbH & Co. KG;1900100401969;AUTO_EXACT;100.0
ANE_TENS;prolokgmbh;Pro-Lok GmbH;Pro-Lok GmbH;1900100401985;AUTO_EXACT;100.0
ANE_TENS;utlumweltundtransportlogistikgmbh;UTL Umwelt- und Transportlogistik GmbH;UTL Umwelt und Transportlogistik GmbH;1900100402058;AUTO_EXACT;100.0
ANE_TENS;rbhlogisticsgmbh;RBH Logistics GmbH;RBH Logistics GmbH;1900100402165;AUTO_EXACT;100.0
ANE_TENS;frachtbahntraktiongmbh;FRACHTbahn Traktion GmbH;FRACHTbahn Traktion GmbH;1900100402850;AUTO_EXACT;100.0
ANE_TENS;rundumsgleisgmbh;Rund ums Gleis GmbH;Rund ums Gleis GmbH;1900100402884;AUTO_EXACT;100.0
ANE_TENS;dbregionetzverkehrsgmbh;DB RegioNetz Verkehrs GmbH;DB RegioNetz Verkehrs GmbH;1900100402959;AUTO_EXACT;100.0
ANE_TENS;nesaeisenbahnbetriebsgesellschaftneckarschwarzwaldalbmbh;NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb MbH;NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb mbH;1900100403056;AUTO_EXACT;100.0
ANE_TENS;rserheinsiegeisenbahngmbh;RSE Rhein-Sieg-Eisenbahn GmbH;RSE Rhein-Sieg-Eisenbahn GmbH;1900100403189;AUTO_EXACT;100.0
ANE_TENS;lokorailas;LOKORAIL, a.s.;LOKORAIL, a.s.;1900100403379;AUTO_EXACT;100.0
ANE_TENS;dpbrailinfraservicegmbh;DPB Rail Infra Service GmbH;DPB Rail Infra Service GmbH;1900100403428;AUTO_EXACT;100.0
ANU_VENS;itleisenbahngesellschaftmbh;ITL Eisenbahngesellschaft mbH;ITL-Eisenbahngesellschaft mbH;1900100300020;AUTO_EXACT;100.0
ANU_VENS;sbbcargodeutschlandgmbh;SBB Cargo Deutschland GmbH;SBB Cargo Deutschland GmbH;1900100300286;AUTO_EXACT;100.0
ANU_VENS;arcelormittaleisenhuettenstadttransportgmbh;ArcelorMittal Eisenhüttenstadt Transport GmbH;ArcelorMittal Eisenhüttenstadt Transport GmbH;1900100300385;AUTO_EXACT;100.0
ANU_VENS;legleipzigereisenbahnverkehrsgesellschaftmbh;LEG Leipziger Eisenbahnverkehrsgesellschaft mbH;LEG Leipziger Eisenbahnverkehrsgesellschaft mbH;1900100300583;AUTO_EXACT;100.0
ANU_VENS;eisenbahnlogistikvienenburg;Eisenbahnlogistik Vienenburg;ELV - Eisenbahnlogistik Vienenburg;1900100301060;AUTO_COSMETIC;100.0
ANU_VENS;esgeisenbahnservicegesellschaftmbh;ESG Eisenbahn Service Gesellschaft mbH;ESG Eisenbahn Service Gesellschaft mbH;1900100301333;AUTO_EXACT;100.0
ANU_VENS;lokotrainsro;LokoTrain s. r. o.;LokoTrain s.r.o.;1900100301614;AUTO_EXACT;100.0
ANU_VENS;gysevgyrsopronebenfurtivastzrt;GySEV (Győr-Sopron-Ebenfurti Vasút) Zrt.;GYSEV Zrt;1900100301903;AUTO_COSMETIC;100.0
ANU_VENS;salzlandrailservicegmbh;Salzland Rail Service GmbH;Salzland Rail Service GmbH;1900100302068;AUTO_EXACT;100.0
ANU_VENS;ercdgmbh;ERC.D GmbH;ERC.D GmbH;1900100302191;AUTO_EXACT;100.0
ANU_VENS;starkenbergergueterlogistikgmbh;Starkenberger Güterlogistik GmbH;STARKENBERGER Güterlogistik GmbH;1900100302232;AUTO_EXACT;100.0
ANU_VENS;stadlerrailvalenciasau;Stadler Rail Valencia S.A.U;Stadler Rail Valencia S.A.U.;1900100302860;AUTO_EXACT;100.0
ANU_VENS;sternhafferlverkehrsgesellschaftmbh;Stern & Hafferl Verkehrsgesellschaft m.b.H.;Stern & Hafferl Verkehrsgesellschaft m.b.H.;1900100302943;AUTO_EXACT;100.0
ANU_VENS;dortmundereisenbahngmbh;Dortmunder Eisenbahn GmbH;Dortmunder Eisenbahn GmbH;1900100303305;AUTO_EXACT;100.0
ANU_VENS;bahnptgmbh;Bahn PT GmbH;Bahn PT GmbH;1900100303595;AUTO_EXACT;100.0
ANE_TENS;captraindeutschlandcargowestgmbh;Captrain Deutschland CargoWest GmbH;Captrain Deutschland CargoWest GmbH;1900100400101;AUTO_EXACT;100.0
ANE_TENS;transdevmitteldeutschlandgmbh;Transdev Mitteldeutschland GmbH;Transdev Mitteldeutschland GmbH;1900100400820;AUTO_EXACT;100.0
ANE_TENS;blpwiebelogistikgmbh;BLP Wiebe Logistik GmbH;BLP Wiebe Logistik GmbH;1900100401828;AUTO_EXACT;100.0
ANE_TENS;trainloggmbh;Trainlog GmbH;TrainLog GmbH;1900100402248;AUTO_EXACT;100.0
ANE_TENS;railcareag;railCare AG;railCare AG;1900100402389;AUTO_EXACT;100.0
ANE_TENS;railtransinternationalas;Railtrans International, a.s.;Railtrans International a.s.;1900100402587;AUTO_EXACT;100.0
ANE_TENS;rtbcargogmbh;RTB CARGO GmbH;RTB CARGO GmbH;1900100403395;AUTO_EXACT;100.0
ANE_TENS;hansebahnbremengmbh;Hansebahn Bremen GmbH;Hansebahn Bremen GmbH;1900100403535;AUTO_EXACT;100.0
ANE_TENS;schienengueterlogistikgmbh;Schienen Güter Logistik GmbH;SGL - Schienen Güter Logistik GmbH;1900100403585;AUTO_COSMETIC;100.0
ANU_VENS;ltelogistikundtransportgmbhholding;LTE Logistik- und Transport-GmbH (Holding);LTE Logistik- und Transport-GmbH;1900100300393;AUTO_COSMETIC;100.0
ANU_VENS;metransrailsro;METRANS Rail s.r.o.;METRANS Rail s.r.o.;1900100300426;AUTO_EXACT;100.0
ANU_VENS;hlbhessenbahngmbh;HLB Hessenbahn GmbH;HLB Hessenbahn GmbH;1900100300616;AUTO_EXACT;100.0
ANU_VENS;blscargoag;BLS Cargo AG;BLS Cargo AG;1900100301549;AUTO_EXACT;100.0
ANU_VENS;dbregioag;DB Regio AG..;DB Regio AG;1900100301656;AUTO_EXACT;100.0
ANU_VENS;dbbahnbaugruppegmbh;DB Bahnbau Gruppe GmbH;DB Bahnbau Gruppe GmbH;1900100303173;AUTO_EXACT;100.0
ANU_VENS;mzeisenbahndienstleistungengmbh;MZ Eisenbahndienstleistungen GmbH;MZ Eisenbahndienstleistungen GmbH;1900100303389;AUTO_EXACT;100.0
ANU_VENS;medwaybelgiumnv;MEDWAY BELGIUM nv;Medway Belgium NV;1900100303503;AUTO_EXACT;100.0
ANU_VENS;railcargologisticsgermanygmbh;Rail Cargo Logistics Germany GmbH;Rail Cargo Logistics - Germany GmbH;1900100303652;AUTO_EXACT;100.0
ANU_VENS;vlobahngmbh;VLO Bahn GmbH;VLO Bahn GmbH;1900100303785;AUTO_EXACT;100.0
ANU_VENS;regionalverkehrestartdeutschlandgmbh;Regionalverkehre Start Deutschland GmbH;Regionalverkehre Start Deutschland GmbH;1900100303818;AUTO_EXACT;100.0
