"Um eine möglichst effiziente, automatisierte Verarbeitung der Prozesse zu gewährleisten, wird – soweit möglich – beim elektronischen Datenaustausch eine Identifizierung bestimmter Informationen durch Codes vorgenommen.
Zu diesem Zweck vergibt DB Energie im Auftrag des BDEW die MP-ID/Codenummer für die Anschlussnutzer sowie bei Bedarf den Dienstleistern der Nutzer. Darüber hinaus können Netzbetreiber, Lieferanten und BKV im Rahmen einer Interimslösung eine neben der BDEW-Codenummer zusätzliche MP-ID/Codenummer für die jeweilige Marktrolle bei DB Energie beantragen. Die unten aufgeführten MP-ID gelten ausschließlich im Bahnstromnetz.";
;
ANu-vEns (Nutzer) im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
ALSTOM Transportation Germany GmbH;1900100401589
Freightliner DE GmbH;1900100401597
BLG RailTec GmbH;1900100401604
LokoTrain s.r.o.;1900100401612
DB Cargo AG;1900100401620
Falkenberger Eisenbahngesellschaft mbH;1900100401638
SNCF Societé Nationale des Chemins de Fer Français;1900100401646
DB Regio AG;1900100401654
S-Rail GmbH;1900100401662
Steiermarkbahn Transport & Logistik GmbH;1900100401670
Cargo Service GmbH;1900100401688
SNCF Voyages Deutschland GmbH;1900100401696
PKP Intercity S.A.;1900100401703
CD Cargo a.s. Niederlassung Deutschland;1900100401711
Green Cargo AB;1900100401729
SNCB (Société nationale des chemins de fer belges);1900100401737
HGB-Hessische Güterbahn GmbH;1900100401745
Wedler Franz Logistik GmbH & Co. KG;1900100401753
TRIANGULA Logistik GmbH;1900100401761
EURO-EXPRESS Sonderzüge GmbH & Co. KG;1900100401779
Lausitzer Dampflok Club e.V.;1900100401787
EUROPORTE France;1900100401795
Nordliner Gesellschaft für Eisenbahnverkehr mbH;1900100401802
DB Cargo France SAS;1900100401810
BLP Wiebe Logistik GmbH;1900100401828
Bahnlogistik24 GmbH;1900100401836
Bolay & Moser EVU;1900100401844
DB Regio Stuttgart GmbH;1900100401852
BSAS EisenbahnVerkehrs GmbH & Co. KG;1900100401860
Uwe Adam EVU GmbH;1900100401878
Lok-Partner GmbH & Co. KG;1900100401886
Backhaus Consulting Logistics Services;1900100401894
GYSEV Zrt;1900100401901
Historische Eisenbahnfahrzeuge Lübeck e.V.;1900100401919
WESTbahn Management GmbH;1900100401927
Hector Rail GmbH;1900100401935
DB Fernverkehr AG;1900100401943
DB Schenker Rail Scandinavia A/S;1900100401951
Hamburger Rail Service GmbH & Co. KG;1900100401969
EP Cargo Deutschland GmbH;1900100401977
Pro-Lok GmbH;1900100401985
NS Reizigers B.V.;1900100401993
MEG Mitteldeutsche Eisenbahn GmbH;1900100402008
Swiss Rail Traffic AG;1900100402016
WRS Widmer Rail Service AG;1900100402024
BELog Baustoffe- Entsorgung- Logistik GmbH & Co. KG;1900100402032
LEO Express GmbH;1900100402040
UTL Umwelt und Transportlogistik GmbH;1900100402058
Salzland Rail Service GmbH;1900100402066
3-Seenbahn gGmbH;1900100402107
BM Bahndienste GmbH;1900100402123
BBL Logistik GmbH;1900100402131
Fahrzeugwerke Karsdorf GmbH & Co. KG;1900100402149
RBH Logistics GmbH;1900100402165
Train4Train GmbH;1900100402173
Siemens Mobility GmbH;1900100402181
ERC.D GmbH;1900100402199
Arverio Baden-Württemberg GmbH;1900100402206
Zug-Pilot GmbH;1900100402214
AKE-Eisenbahntouristik – Jörg Petry e.K.;1900100402222
STARKENBERGER Güterlogistik GmbH;1900100402230
TrainLog GmbH;1900100402248
Lausitz Energie Bergbau AG;1900100402256
Rennsteigbahn GmbH & Co. KG;1900100402264
smart rail GmbH;1900100402272
vlexx GmbH;1900100402280
Elektrische Zugförderung Württemberg gGmbH;1900100402298
Hupac SA;1900100402305
Transdev Regio Ost GmbH;1900100402313
HELROM GmbH;1900100402321
SLG Spitzke Logistik GmbH;1900100402339
dispo-Tf Rail GmbH;1900100402347
Railexperts B.V.;1900100402355
Stadler Rail Service Deutschland GmbH;1900100402363
Heavy Haul Power International GmbH;1900100402371
railCare AG;1900100402389
Netzwerkbahn Sachsen GmbH;1900100402397
Württembergische Eisenbahn-Gesellschaft mbH;1900100402404
GfF Gesellschaft für Fahrzeugtechnik mbH;1900100402412
Leipziger Dampf KulTour Alexander Schröter;1900100402420
RCM Rail Care and Management GmbH;1900100402438
RegioJet a.s.;1900100402446
LTE Germany GmbH;1900100402454
Centralbahn GmbH;1900100402462
Rolling Stock Lease s.r.o.;1900100402470
KERAM Beteiligungsgesellschaft mbh;1900100402488
Flex Bahndienstleistungen GmbH;1900100402496
DB InfraGO AG;1900100402503
Eisenbahnfreunde Treysa e.V.;1900100402511
ESL GmbH;1900100402529
DB Systemtechnik GmbH;1900100402537
Martin Schlünß Eisenbahnlogistik;1900100402545
Deutsche Bahn Stiftung gGmbH;1900100402553
Lion Rail GmbH;1900100402561
RTB Cargo Netherlands B.V.;1900100402579
Railtrans International a.s.;1900100402587
twentyone GmbH;1900100402595
Diepholzer Kreisbahn EVU GmbH;1900100402602
NBS Niederlausitzer Bahnservice GmbH;1900100402610
DB Fahrwegdienste GmbH;1900100402628
PKP CARGO INTERNATIONAL a.s.;1900100402636
Rail Force One Germany GmbH;1900100402644
DB Fahrzeuginstandhaltung GmbH;1900100402652
Hexafret SAS;1900100402660
Eurasian Railway Carrier SP. z.o.o.;1900100402678
Railsystems RP GmbH;1900100402686
InRail S.p.A;1900100402694
Regio Infra Service Sachsen GmbH;1900100402701
WRS Deutschland GmbH;1900100402719
Gesellschaft der Förderer der Museumseisenbahn Hamm e. V.;1900100402727
International Rolling Stock Investment AG;1900100402735
THI Factory;1900100402743
Förderverein BW Arnstadt/historisch e.V.;1900100402751
Slovenská plavba a prístavy a.s.;1900100402769
BUDAMAR WEST GmbH;1900100402777
Bodensee-Oberschwaben-Bahn GmbH & Co. KG;1900100402785
CARGOUNIT Sp. z o.o.;1900100402793
Transdev Hannover GmbH;1900100402800
Lok-Partner Betriebsgesellschaft mbH & Co. KG;1900100402818
LoConnect GmbH;1900100402826
FOXrail Zrt.;1900100402834
FlixTrain GmbH;1900100402842
FRACHTbahn Traktion GmbH;1900100402850
Stadler Rail Valencia S.A.U.;1900100402868
Verein Depot und Schienenfahrzeuge Koblenz;1900100402876
Rund ums Gleis GmbH;1900100402884
Dampflok-Depot Full;1900100402892
Rail2U B.V.;1900100402909
Hafen Krefeld GmbH & Co. KG;1900100402917
SKL Schienen Komplex Logistik Magdeburg GmbH & Co. KG;1900100402925
Interessengemeinschaft Bw Dresden Altstadt e.V.;1900100402933
Stern & Hafferl Verkehrsgesellschaft m.b.H.;1900100402941
DB RegioNetz Verkehrs GmbH;1900100402959
DB ZugBus Regionalverkehr Alb-Bodensee GmbH;1900100402967
S-Bahn Hamburg GmbH;1900100402975
Arverio Bayern GmbH;1900100402983
Nordic Rail Service GmbH;1900100402991
Saar Mosel Rail GmbH;1900100403006
Weser Ems Eisenbahn GmbH;1900100403014
Eifelbahn Verkehrsgesellschaft mbH;1900100403022
NEB Betriebsgesellschaft mbH;1900100403030
Lokomotion Austria GmbH;1900100403048
NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb mbH;1900100403056
LTE Schweiz GmbH;1900100403064
Rail Bavaria Logistik GmbH;1900100403072
WECO Rail GmbH;1900100403080
Anhaltinisch-Brandenburgische Eisenbahngesellschaft mbH;1900100403098
VIAS Rail GmbH;1900100403105
smart rail traction GmbH;1900100403113
HBC Hanseatisches Bahn Contor GmbH;1900100403121
CD Cargo a.s.;1900100403139
Tenforty2-Rail GmbH;1900100403147
IG Traditionslok 58 3047 e.V.;1900100403155
RBP - Rheinische Bahnpersonal- und Verkehrsgesellschaft mbH;1900100403163
DB Bahnbau Gruppe GmbH;1900100403171
RSE Rhein-Sieg-Eisenbahn GmbH;1900100403189
Medway Italia S.R.L.;1900100403197
SPL EisenbahnVerkehr GmbH;1900100403204
Eiffage Infra-Rail GmbH;1900100403212
UTL Umwelt- und Transportlogistik AG;1900100403220
nordbahn Verkehrsgesellschaft Ost-West mbH;1900100403238
nordbahn Verkehrsgesellschaft Nord mbH;1900100403246
erixx-Holstein GmbH;1900100403254
Holsteinische Eisenbahngesellschaft für historischen Verkehr gGmbH;1900100403262
CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A.;1900100403270
BUG Vermietungsgesellschaft mbH;1900100403288
Rail&Sea Logistics GmbH;1900100403296
Dortmunder Eisenbahn GmbH;1900100403303
Stadler Deutschland GmbH;1900100403311
Retrack Czech s.r.o.;1900100403329
Passauer Eisenbahnfreunde e.V.;1900100403337
Train Charter Services B.V.;1900100403345
duisport rail GmbH;1900100403353
LWC Lappwaldbahn Cargo GmbH;1900100403361
LOKORAIL, a.s.;1900100403379
MZ Eisenbahndienstleistungen GmbH;1900100403387
RTB CARGO GmbH;1900100403395
Raaberbahn Cargo GmbH;1900100403402
DSB Dänische Staatsbahn;1900100403410
DPB Rail Infra Service GmbH;1900100403428
Rhomberg Sersa Rail GmbH;1900100403436
EH Güterverkehr GmbH;1900100403444
ORLEN Unipetrol Doprava s.r.o.;1900100403452
LEONHARD WEISS GmbH & Co. KG;1900100403460
KonRail GmbH;1900100403478
InterTourex GmbH;1900100403486
European Loc Pool AG;1900100403494
Medway Belgium NV;1900100403501
Ceské dráhy, a.s.;1900100403519
Vossloh Rolling Stock GmbH;1900100403527
Hansebahn Bremen GmbH;1900100403535
Bahnbetrieb Gera GmbH;1900100403543
STRABAG Rail Fahrleitungen GmbH;1900100403551
Wagenmeister + Logistik Dienstleistungs Nord GmbH;1900100403569
PCC Intermodal GmbH;1900100403577
SGL - Schienen Güter Logistik GmbH;1900100403585
Bahn PT GmbH;1900100403593
Lokdienste Braun GmbH;1900100403600
Bahnbetriebswerk Glauchau GmbH;1900100403618
Museumsbahn e.V.;1900100403626
KGT Gleis- und Tiefbau GmbH;1900100403634
zl-traktion GmbH;1900100403642
Rail Cargo Logistics - Germany GmbH;1900100403650
Altmark-Rail GmbH;1900100403668
Rail&Sea Traction GmbH;1900100403676
MDrivers B.V.;1900100403684
Anschütz & Richter GbR;1900100403692
Willke Logistics GmbH;1900100403709
CAF Deutschland GmbH;1900100403717
Am Zehnhoff-Söns GmbH International Railway Services;1900100403725
Flexx-Tf Dienstleistungen UG (haftungsbeschränkt);1900100403733
GTS Rail S.p.A.;1900100403741
Traktion4Rent GmbH;1900100403759
Historische S-Bahn NRW e.V.;1900100403767
Rhomberg Sersa Gleisbau GmbH;1900100403775
VLO Bahn GmbH;1900100403783
Hanse Bahn Nord GmbH;1900100403791
GMP Green Mobility Partners GmbH;1900100403808
Regionalverkehre Start Deutschland GmbH;1900100403816
Mambar Rail GmbH;1900100403824
dispo-Tf Rail Austria GmbH;1900100403832
TFR Cargo GmbH;1900100403840
Keolis Nederland B.V.;1900100403858
Plasser & Theurer, Export von Bahnbaumaschinen, Gesellschaft m.b.H.;1900100403866
D & D Eisenbahngesellschaft mbH;1900100403874
ART Altmann Rail Traction GmbH;1900100403882
European Vision Rail GmbH;1900100403890
Rail Unit GmbH;1900100403907
eisenbahn.jetzt GmbH;1900100403915
PORR Bau GmbH;1900100403923
Bahnoperator Polska Sp. z o.o;1900100403931
Idun Rail GmbH;1900100403949
Rail Traction Company S.p.A.;1900100403957
WECO Rail Germany GmbH;1900100403965
BASF SE;1900100403973
1435 railway operations GmbH & Co. KG;1900100403981
Cargo Motion s.r.o.;1900100403999
Bentheimer Eisenbahn AG;1900100404004
Cargo Rail Solutions GmbH;1900100404012
Projektbahn Mobility GmbH;1900100404020
Eisenbahn-Güterlogistik GmbH;1900100404038
Nordic Re-Finance AB;1900100404046
City-Bahn Chemnitz GmbH;1900100404054
Arriva Personalvervoer Nederland B.V.;1900100404062
WDW-Rail Nederland BV;1900100404070
WLD Logistik GmbH;1900100404088
KSW Kreisbahn Siegen-Wittgenstein GmbH;1900100404096
;
Dienstleister im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
UKL iT & Logistik GmbH;1900100390013
railizer GbR;1900100390021
DB Energie GmbH - Kommunikationsdienstleister;1900100380006
;
Netzbetreiber im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH;1900100370007
;
Stromlieferanten im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH - Bahnstromlieferant BLF;1900100380105
;
Bilankreisverantwortliche im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH;1900100360115
LOKOMOTION Gesellschaft für Schienentraktion mbH;1900100360230
Lokomotion Austria GmbH;1900100360280
;
Übertragungsnetzbetreiber im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH;1900100310003
;
Einsatzverantwortliche im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH;1900100350009
;
Betreiber einer technischen Ressource im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH;1900100340000
;
Anfordernde Netzbetreiber;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie GmbH;1900100330001
;
Messdienstleister im Bahnstromnetz;
Unternehmensname;MP-ID/Codenummer im Bahnstromnetz
DB Energie Dummy (Dummy) (0000);1900100500000
Deutsche Bahn Energie (DE) (0080);1900100500802
ADIF (ES) - Administrador de Infraestructuras Ferroviarias (0071);1900100500711
Bane NOR (NO) (0076);1900100500761
BDK (DK) - Banedanmark (0086);1900100500860
CFL (LU) - Société Nationale des Chemins de Fer Luxembourgeois Infrastructure (0082);1900100500828
CFR (RO) - Caile Ferate Române (0053);1900100500539
HZ (HR) - Hrvatske željeznice Infrastruktura (0078);1900100500787
Infrabel (BE) (0088);1900100500886
IP (PT) - Infraestruturas de Portugal (0094);1900100500943
MAV (HU) - Magyar Államvasutak (0055);1900100500555
Network Rail (GB) (4711);1900100547119
ÖBB (AT) - Österreichischen Bundesbahnen Infrastruktur (0081);1900100500810
PGE (PL) - Polska Grupa Energetyczna (5080);1900100550807
ProRail (NL) (0084);1900100500844
RFI (IT) - Rete Ferroviaria Italiana (0083);1900100500836
RTE (FR) - Réseau de Transport d'Electricité (5158);1900100551582
SBB (CH) - Schweizerische Bundesbahnen Infrastruktur (0085);1900100500852
SZ (SI) - Slovenske železnice (0079);1900100500795
SZDC (CZ) - Správa železnicní dopravní cesty (0054);1900100500547
Trafikverket (SE) (0074);1900100500745
Vayla (FI) - Väylävirasto (0010);1900100500109
ZS (RS) - Železnice Srbije (0072);1900100500729
ZSR (SK) - Železnice Slovenskej republiky (0056);1900100500563
