source_system;source_field;source_value;role_code;official_company_name;market_partner_id;active_flag;match_method;match_score;manual_review;comment
RailCube/DataLake;Company name;Nordliner Gesellschaft für Eisenbahnverkehr mbH;ANU_VENS;Nordliner Gesellschaft für Eisenbahnverkehr mbH;1900100301804;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;DB Cargo France SAS;ANU_VENS;DB Cargo France SAS;1900100301812;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;BLP Wiebe Logistik GmbH;ANU_VENS;BLP Wiebe Logistik GmbH;1900100301820;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Bahnlogistik24 GmbH;ANU_VENS;Bahnlogistik24 GmbH;1900100301838;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Bolay & Moser EVU Gmbh;ANU_VENS;Bolay & Moser EVU;1900100301846;N;REVIEW_LEGAL_FORM_VARIANT;99.0;Y;
RailCube/DataLake;Company name;DB Cargo BTT GmbH;ANU_VENS;DB Regio Stuttgart GmbH;1900100301854;N;PROPOSED_LOW;70.0;Y;
RailCube/DataLake;Company name;BSAS Eisenbahnverkehrs GmbH & Co. KG;ANU_VENS;BSAS EisenbahnVerkehrs GmbH & Co. KG;1900100301862;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Budamar West GmbH;ANU_VENS;Uwe Adam EVU GmbH;1900100301870;N;PROPOSED_LOW;64.7;Y;
RailCube/DataLake;Company name;Lok-Partner GmbH & Co.KG;ANU_VENS;Lok-Partner GmbH & Co. KG;1900100301888;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;CFI LOGISTICS SERVICES;ANU_VENS;Backhaus Consulting Logistics Services;1900100301896;N;PROPOSED_LOW;70.0;Y;
RailCube/DataLake;Company name;GySEV (Győr-Sopron-Ebenfurti Vasút) Zrt.;ANU_VENS;GYSEV Zrt;1900100301903;Y;AUTO_COSMETIC;100.0;N;
RailCube/DataLake;Company name;Verein Sächsischer Eisenbahnfreunde e. V.;ANU_VENS;Historische Eisenbahnfahrzeuge Lübeck e.V.;1900100301911;N;PROPOSED_LOW;70.0;Y;
RailCube/DataLake;Company name;WESTbahn Management GmbH;ANU_VENS;WESTbahn Management GmbH;1900100301929;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Hector Rail Gmbh;ANU_VENS;Hector Rail GmbH;1900100301937;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;DB Fernverkehr AG..;ANU_VENS;DB Fernverkehr AG;1900100301945;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;DB Cargo Scandinavia A/S;ANU_VENS;DB Schenker Rail Scandinavia A/S;1900100301953;N;PROPOSED_MEDIUM;85.7;Y;
RailCube/DataLake;Company name;Hamburger Rail Service GmbH & Co.KG;ANU_VENS;Hamburger Rail Service GmbH & Co. KG;1900100301961;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;EP Cargo Deutschland;ANU_VENS;EP Cargo Deutschland GmbH;1900100301979;N;REVIEW_LEGAL_FORM_VARIANT;99.0;Y;
RailCube/DataLake;Company name;Pro-Lok GmbH;ANU_VENS;Pro-Lok GmbH;1900100301987;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Trainservices B.V.;ANU_VENS;NS Reizigers B.V.;1900100301995;N;PROPOSED_LOW;60.6;Y;
RailCube/DataLake;Company name;Mitteldeutsche Eisenbahn GmbH;ANU_VENS;MEG Mitteldeutsche Eisenbahn GmbH;1900100302000;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;Swiss Rail Traffic AG;ANU_VENS;Swiss Rail Traffic AG;1900100302018;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;WRS Widmer Rail Services AG;ANU_VENS;WRS Widmer Rail Service AG;1900100302026;N;PROPOSED_HIGH;98.1;Y;
RailCube/DataLake;Company name;Wedler Franz Logistik GmbH & Co.KG;ANU_VENS;BELog Baustoffe- Entsorgung- Logistik GmbH & Co. KG;1900100302034;N;PROPOSED_LOW;78.0;Y;
RailCube/DataLake;Company name;Leo Express s.r.o.;ANU_VENS;LEO Express GmbH;1900100302042;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;UTL Umwelt- und Transportlogistik GmbH;ANU_VENS;UTL Umwelt und Transportlogistik GmbH;1900100302050;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Salzland Rail Service GmbH;ANU_VENS;Salzland Rail Service GmbH;1900100302068;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;AKN Eisenbahn GmbH;ANU_VENS;3-Seenbahn gGmbH;1900100302109;N;PROPOSED_LOW;76.5;Y;
RailCube/DataLake;Company name;Bahndienste GmbH;ANU_VENS;BM Bahndienste GmbH;1900100302125;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;BBL Logistik GmbH;ANU_VENS;BBL Logistik GmbH;1900100302133;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Fahrzeugfabrik F. Kiffe Sohne GmbH &Co. KG;ANU_VENS;Fahrzeugwerke Karsdorf GmbH & Co. KG;1900100302141;N;PROPOSED_LOW;72.5;Y;
RailCube/DataLake;Company name;RBH Logistics GmbH;ANU_VENS;RBH Logistics GmbH;1900100302167;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Train4Train GmbH;ANU_VENS;Train4Train GmbH;1900100302175;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Siemens Mobility GmbH;ANU_VENS;Siemens Mobility GmbH;1900100302183;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;ERC.D GmbH;ANU_VENS;ERC.D GmbH;1900100302191;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Regiobahn RB GmbH;ANU_VENS;Arverio Baden-Württemberg GmbH;1900100302208;N;PROPOSED_LOW;63.8;Y;
RailCube/DataLake;Company name;Zur Post;ANU_VENS;Zug-Pilot GmbH;1900100302216;N;PROPOSED_LOW;70.6;Y;
RailCube/DataLake;Company name;ELS Eisenbahn Logistik und Service GmbH;ANU_VENS;AKE-Eisenbahntouristik – Jörg Petry e.K.;1900100302224;N;PROPOSED_LOW;62.7;Y;
RailCube/DataLake;Company name;Starkenberger Güterlogistik GmbH;ANU_VENS;STARKENBERGER Güterlogistik GmbH;1900100302232;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Trainlog GmbH;ANU_VENS;TrainLog GmbH;1900100302240;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Lausitz Energie Bergbau AG;ANU_VENS;Lausitz Energie Bergbau AG;1900100302258;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Rennsteigbahn GmbH & Co KG;ANU_VENS;Rennsteigbahn GmbH & Co. KG;1900100302266;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Smart Rail GmbH;ANU_VENS;smart rail GmbH;1900100302274;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;vlexx GmbH;ANU_VENS;vlexx GmbH;1900100302282;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Ostbayerische Verwertungs und Energieerzeugungs Gmbh (OVEG);ANU_VENS;Elektrische Zugförderung Württemberg gGmbH;1900100302290;N;PROPOSED_LOW;55.3;Y;
RailCube/DataLake;Company name;HUPAC SA;ANU_VENS;Hupac SA;1900100302307;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Transdev Rhein-Ruhr GmbH;ANU_VENS;Transdev Regio Ost GmbH;1900100302315;N;PROPOSED_LOW;76.6;Y;
RailCube/DataLake;Company name;Helrom GmbH;ANU_VENS;HELROM GmbH;1900100302323;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;ELBA Logistik GmbH;ANU_VENS;SLG Spitzke Logistik GmbH;1900100302331;N;PROPOSED_MEDIUM;83.9;Y;
RailCube/DataLake;Company name;Dispo-Tf RailGmbH;ANU_VENS;dispo-Tf Rail GmbH;1900100302349;N;PROPOSED_HIGH;97.1;Y;
RailCube/DataLake;Company name;Railflex b.v.;ANU_VENS;Railexperts B.V.;1900100302357;N;PROPOSED_LOW;74.1;Y;
RailCube/DataLake;Company name;METRANS Rail (Deutschland) GmbH;ANU_VENS;Stadler Rail Service Deutschland GmbH;1900100302365;N;PROPOSED_MEDIUM;84.0;Y;
RailCube/DataLake;Company name;Heavy Haul Power International GmbH;ANU_VENS;Heavy Haul Power International GmbH;1900100302373;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;railCare AG;ANU_VENS;railCare AG;1900100302381;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Netzwerkbahn Sachsen GmbH;ANU_VENS;Netzwerkbahn Sachsen GmbH;1900100302399;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Märkische Eisenbahngesellschaft mbH;ANU_VENS;Württembergische Eisenbahn-Gesellschaft mbH;1900100302406;N;PROPOSED_LOW;84.6;Y;
RailCube/DataLake;Company name;GfF Gesellschaft fur Fahrzeugtechnik mbH;ANU_VENS;GfF Gesellschaft für Fahrzeugtechnik mbH;1900100302414;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;B&B Hotel Berlin-Alexanderplatz;ANU_VENS;Leipziger Dampf KulTour Alexander Schröter;1900100302422;N;PROPOSED_LOW;58.0;Y;
RailCube/DataLake;Company name;WESTbahn Management GmbH;ANU_VENS;RCM Rail Care and Management GmbH;1900100302430;N;PROPOSED_LOW;76.9;Y;
RailCube/DataLake;Company name;Regiojet a.s.;ANU_VENS;RegioJet a.s.;1900100302448;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;LTE Germany GmbH;ANU_VENS;LTE Germany GmbH;1900100302456;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;LTE DE - LTE Germany GmbH;ANU_VENS;LTE Germany GmbH;1900100302456;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Centralbahn GmbH;ANU_VENS;Centralbahn GmbH;1900100302464;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Rolling Stock Company SA;ANU_VENS;Rolling Stock Lease s.r.o.;1900100302472;N;PROPOSED_LOW;76.5;Y;
RailCube/DataLake;Company name;BUG Vermietungsgesellschaft mbH;ANU_VENS;KERAM Beteiligungsgesellschaft mbh;1900100302480;N;PROPOSED_LOW;76.9;Y;
RailCube/DataLake;Company name;Flex Bahndienstleistungen GmbH;ANU_VENS;Flex Bahndienstleistungen GmbH;1900100302498;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;DB InfraGO AG;ANU_VENS;DB InfraGO AG;1900100302505;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Berliner Eisenbahnfreunde e.V.;ANU_VENS;Eisenbahnfreunde Treysa e.V.;1900100302513;N;PROPOSED_MEDIUM;85.1;Y;
RailCube/DataLake;Company name;TecSol GmbH;ANU_VENS;ESL GmbH;1900100302521;N;PROPOSED_MEDIUM;84.2;Y;
RailCube/DataLake;Company name;DB Systemtechnik GmbH;ANU_VENS;DB Systemtechnik GmbH;1900100302539;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Eisenbahnlogistik Vienenburg;ANU_VENS;Martin Schlünß Eisenbahnlogistik;1900100302547;N;PROPOSED_LOW;75.6;Y;
RailCube/DataLake;Company name;Deutsche Bahn AG (Holding);ANU_VENS;Deutsche Bahn Stiftung gGmbH;1900100302555;N;PROPOSED_LOW;76.5;Y;
RailCube/DataLake;Company name;K-Rail GmbH;ANU_VENS;Lion Rail GmbH;1900100302563;N;PROPOSED_LOW;90.0;Y;
RailCube/DataLake;Company name;RTB Cargo Netherlands BV;ANU_VENS;RTB Cargo Netherlands B.V.;1900100302571;N;REVIEW_LEGAL_FORM_VARIANT;99.0;Y;
RailCube/DataLake;Company name;Railtrans International, a.s.;ANU_VENS;Railtrans International a.s.;1900100302589;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Twentyone GmbH;ANU_VENS;twentyone GmbH;1900100302597;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Mindener Kreisbahnen GmbH;ANU_VENS;Diepholzer Kreisbahn EVU GmbH;1900100302604;N;PROPOSED_LOW;74.1;Y;
RailCube/DataLake;Company name;EBS - Erfurter Bahnservice GmbH;ANU_VENS;NBS Niederlausitzer Bahnservice GmbH;1900100302612;N;PROPOSED_MEDIUM;80.0;Y;
RailCube/DataLake;Company name;DB Fahrwegdienste GmbH;ANU_VENS;DB Fahrwegdienste GmbH;1900100302620;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;PKP CARGO INTERNATIONAL a.s.;ANU_VENS;PKP CARGO INTERNATIONAL a.s.;1900100302638;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Rail Force One Germany GmbH;ANU_VENS;Rail Force One Germany GmbH;1900100302646;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Transdev Instandhaltung GmbH;ANU_VENS;DB Fahrzeuginstandhaltung GmbH;1900100302654;N;PROPOSED_LOW;72.4;Y;
RailCube/DataLake;Company name;VTG France SAS;ANU_VENS;Hexafret SAS;1900100302662;N;PROPOSED_LOW;61.5;Y;
RailCube/DataLake;Company name;Eurasian Railway Carrier SP zoo;ANU_VENS;Eurasian Railway Carrier SP. z.o.o.;1900100302670;N;PROPOSED_HIGH;96.9;Y;
RailCube/DataLake;Company name;Railsystems RP GmbH;ANU_VENS;Railsystems RP GmbH;1900100302688;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;INRAIL SpA;ANU_VENS;InRail S.p.A;1900100302696;N;PROPOSED_MEDIUM;90.9;Y;
RailCube/DataLake;Company name;Regio Infra Service Sachsen GmbH;ANU_VENS;Regio Infra Service Sachsen GmbH;1900100302703;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;RDC Deutschland GmbH;ANU_VENS;WRS Deutschland GmbH;1900100302711;N;PROPOSED_LOW;90.0;Y;
RailCube/DataLake;Company name;Regiobahn Fahrbetriebsgesellschaft mbH;ANU_VENS;Gesellschaft der Förderer der Museumseisenbahn Hamm e. V.;1900100302729;N;PROPOSED_LOW;61.2;Y;
RailCube/DataLake;Company name;COFCO International Hungary Kft;ANU_VENS;International Rolling Stock Investment AG;1900100302737;N;PROPOSED_LOW;65.0;Y;
RailCube/DataLake;Company name;HCTOR;ANU_VENS;THI Factory;1900100302745;N;PROPOSED_LOW;62.5;Y;
RailCube/DataLake;Company name;SWT Stadtwerke Trier Verkehrs-GmbH;ANU_VENS;Förderverein BW Arnstadt/historisch e.V.;1900100302753;N;PROPOSED_LOW;56.2;Y;
RailCube/DataLake;Company name;Slovenská pošta, a. s.;ANU_VENS;Slovenská plavba a prístavy a.s.;1900100302761;N;PROPOSED_LOW;72.7;Y;
RailCube/DataLake;Company name;Budamar West GmbH;ANU_VENS;BUDAMAR WEST GmbH;1900100302779;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Bodensee-Oberschwaben-Bahn GmbH & Co. KG;ANU_VENS;Bodensee-Oberschwaben-Bahn GmbH & Co. KG;1900100302787;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Cargounit sp. z o. o.;ANU_VENS;CARGOUNIT Sp. z o.o.;1900100302795;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Transdev Hannover GmbH;ANU_VENS;Transdev Hannover GmbH;1900100302802;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Lok-Partner Betriebsgesellschaft mbH & Co. KG;ANU_VENS;Lok-Partner Betriebsgesellschaft mbH & Co. KG;1900100302810;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;LoConnect GmbH;ANU_VENS;LoConnect GmbH;1900100302828;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;FOXrail Zrt.;ANU_VENS;FOXrail Zrt.;1900100302836;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;FlixTrain GmbH;ANU_VENS;FlixTrain GmbH;1900100302844;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;FRACHTbahn Traktion GmbH;ANU_VENS;FRACHTbahn Traktion GmbH;1900100302852;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Stadler Rail Valencia S.A.U;ANU_VENS;Stadler Rail Valencia S.A.U.;1900100302860;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Schienenfahrzeuge Export-Import Handelsgesellschaft;ANU_VENS;Verein Depot und Schienenfahrzeuge Koblenz;1900100302878;N;PROPOSED_LOW;61.8;Y;
RailCube/DataLake;Company name;Rund ums Gleis GmbH;ANU_VENS;Rund ums Gleis GmbH;1900100302886;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;;ANU_VENS;Dampflok-Depot Full;1900100302894;N;NO_RELIABLE_CANDIDATE;50.0;Y;
RailCube/DataLake;Company name;Rail2U B.V.;ANU_VENS;Rail2U B.V.;1900100302901;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Hafen Krefeld GmbH & Co. KG;ANU_VENS;Hafen Krefeld GmbH & Co. KG;1900100302919;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;SGL-Schienen Gueter Logistik GmbH;ANU_VENS;SKL Schienen Komplex Logistik Magdeburg GmbH & Co. KG;1900100302927;N;PROPOSED_LOW;75.6;Y;
RailCube/DataLake;Company name;Ingolstädter Verkehrsgesellschaft mbH;ANU_VENS;Interessengemeinschaft Bw Dresden Altstadt e.V.;1900100302935;N;PROPOSED_LOW;56.0;Y;
RailCube/DataLake;Company name;Stern & Hafferl Verkehrsgesellschaft m.b.H.;ANU_VENS;Stern & Hafferl Verkehrsgesellschaft m.b.H.;1900100302943;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;DB RegioNetz Verkehrs GmbH;ANU_VENS;DB RegioNetz Verkehrs GmbH;1900100302951;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Regionalverkehr Ruhr-Lippe GmbH;ANU_VENS;DB ZugBus Regionalverkehr Alb-Bodensee GmbH;1900100302969;N;PROPOSED_LOW;78.4;Y;
RailCube/DataLake;Company name;S-Bahn Hamburg GmbH;ANU_VENS;S-Bahn Hamburg GmbH;1900100302977;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Go Ahead Bayern GmbH;ANU_VENS;Arverio Bayern GmbH;1900100302985;N;PROPOSED_LOW;76.9;Y;
RailCube/DataLake;Company name;Nordic Rail Service GmbH;ANU_VENS;Nordic Rail Service GmbH;1900100302993;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Saar Rail GmbH;ANU_VENS;Saar Mosel Rail GmbH;1900100303008;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;Weser Ems Eisenbahn GmbH;ANU_VENS;Weser Ems Eisenbahn GmbH;1900100303016;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Eifelbahn Verkehrsgesellschaft mbH;ANU_VENS;Eifelbahn Verkehrsgesellschaft mbH;1900100303024;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;BayernBahn Betriebsgesellschaft mbH;ANU_VENS;NEB Betriebsgesellschaft mbH;1900100303032;N;PROPOSED_LOW;92.3;Y;
RailCube/DataLake;Company name;NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb MbH;ANU_VENS;NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb mbH;1900100303058;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;LTE CH - LTE Schweiz GmbH;ANU_VENS;LTE Schweiz GmbH;1900100303066;Y;AUTO_COSMETIC;100.0;N;
RailCube/DataLake;Company name;Cargo Logistik Rail Service GmbH;ANU_VENS;Rail Bavaria Logistik GmbH;1900100303074;N;PROPOSED_LOW;81.8;Y;
RailCube/DataLake;Company name;ecco rail GmbH  (GERMANY);ANU_VENS;WECO Rail GmbH;1900100303082;N;PROPOSED_LOW;92.9;Y;
RailCube/DataLake;Company name;Anhaltinisch-Brandenburgische Eisenbahngesellschaft mbH;ANU_VENS;Anhaltinisch-Brandenburgische Eisenbahngesellschaft mbH;1900100303090;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;VIAS Rail GmbH;ANU_VENS;VIAS Rail GmbH;1900100303107;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Smart Rail Traction GmbH;ANU_VENS;smart rail traction GmbH;1900100303115;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;HBC Hanseatisches Bahn Contor GmbH;ANU_VENS;HBC Hanseatisches Bahn Contor GmbH;1900100303123;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;CD Cargo a.s.;ANU_VENS;CD Cargo a.s.;1900100303131;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Tenforty2 Rail GmbH;ANU_VENS;Tenforty2-Rail GmbH;1900100303149;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;;ANU_VENS;IG Traditionslok 58 3047 e.V.;1900100303157;N;NO_RELIABLE_CANDIDATE;52.2;Y;
RailCube/DataLake;Company name;RBP Rheinische Bahnpersonal- und Verkehrsgesellschaft mbH;ANU_VENS;RBP - Rheinische Bahnpersonal- und Verkehrsgesellschaft mbH;1900100303165;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;DB Bahnbau Gruppe GmbH;ANU_VENS;DB Bahnbau Gruppe GmbH;1900100303173;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;RSE Rhein-Sieg-Eisenbahn GmbH;ANU_VENS;RSE Rhein-Sieg-Eisenbahn GmbH;1900100303181;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;MEDWAY ITALIA SRL;ANU_VENS;Medway Italia S.R.L.;1900100303199;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;SPL EisenbahnVerkehr GmbH;ANU_VENS;SPL EisenbahnVerkehr GmbH;1900100303206;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;BAM Infra Rail B.V.;ANU_VENS;Eiffage Infra-Rail GmbH;1900100303214;N;PROPOSED_LOW;83.3;Y;
RailCube/DataLake;Company name;UTL Umwelt- und Transportlogistik GmbH;ANU_VENS;UTL Umwelt- und Transportlogistik AG;1900100303222;N;REVIEW_LEGAL_FORM_VARIANT;99.0;Y;
RailCube/DataLake;Company name;nordbahn Verkehrsgesellschaft Ost West mbH;ANU_VENS;nordbahn Verkehrsgesellschaft Ost-West mbH;1900100303230;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;nordbahn Verkehrsgesellschaft Nord mbH;ANU_VENS;nordbahn Verkehrsgesellschaft Nord mbH;1900100303248;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;erixx GmbH;ANU_VENS;erixx-Holstein GmbH;1900100303256;N;PROPOSED_LOW;69.0;Y;
RailCube/DataLake;Company name;Nordliner Gesellschaft für Eisenbahnverkehr mbH;ANU_VENS;Holsteinische Eisenbahngesellschaft für historischen Verkehr gGmbH;1900100303264;N;PROPOSED_LOW;67.3;Y;
RailCube/DataLake;Company name;Construcciónes y Auxiliar de Ferrocarriles, S.A.;ANU_VENS;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A.;1900100303272;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;BUG Vermietungsgesellschaft mbH;ANU_VENS;BUG Vermietungsgesellschaft mbH;1900100303280;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Rail&Sea AT Logistics GmbH;ANU_VENS;Rail&Sea Logistics GmbH;1900100303298;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;Dortmunder Eisenbahn GmbH;ANU_VENS;Dortmunder Eisenbahn GmbH;1900100303305;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;RDC Deutschland GmbH;ANU_VENS;Stadler Deutschland GmbH;1900100303313;N;PROPOSED_LOW;88.9;Y;
RailCube/DataLake;Company name;Retrack Czech s.r.o;ANU_VENS;Retrack Czech s.r.o.;1900100303321;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Berliner Eisenbahnfreunde e.V.;ANU_VENS;Passauer Eisenbahnfreunde e.V.;1900100303339;N;PROPOSED_LOW;81.6;Y;
RailCube/DataLake;Company name;AERS Rail Services GmbH;ANU_VENS;Train Charter Services B.V.;1900100303347;N;PROPOSED_LOW;80.0;Y;
RailCube/DataLake;Company name;duisport rail GmbH;ANU_VENS;duisport rail GmbH;1900100303355;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;LWC Lappwaldbahn Cargo GmbH;ANU_VENS;LWC Lappwaldbahn Cargo GmbH;1900100303363;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;LOKORAIL, a.s.;ANU_VENS;LOKORAIL, a.s.;1900100303371;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;MZ Eisenbahndienstleistungen GmbH;ANU_VENS;MZ Eisenbahndienstleistungen GmbH;1900100303389;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;RTB CARGO GmbH;ANU_VENS;RTB CARGO GmbH;1900100303397;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Raaberbahn Cargo GmbH;ANU_VENS;Raaberbahn Cargo GmbH;1900100303404;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Danske Statsbaner-Holding;ANU_VENS;DSB Dänische Staatsbahn;1900100303412;N;PROPOSED_LOW;66.7;Y;
RailCube/DataLake;Company name;DPB Rail Infra Service GmbH;ANU_VENS;DPB Rail Infra Service GmbH;1900100303420;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;Rhomberg Sersa Ireland Ltd;ANU_VENS;Rhomberg Sersa Rail GmbH;1900100303438;N;PROPOSED_MEDIUM;84.8;Y;
RailCube/DataLake;Company name;EH Güterverkehr GmbH;ANU_VENS;EH Güterverkehr GmbH;1900100303446;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;UNIPETROL DOPRAVA, s.r.o.;ANU_VENS;ORLEN Unipetrol Doprava s.r.o.;1900100303454;N;PROPOSED_HIGH;100.0;Y;
RailCube/DataLake;Company name;Leonhard Weiss GmbH & Co. KG;ANU_VENS;LEONHARD WEISS GmbH & Co. KG;1900100303462;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;KonRail GmbH;ANU_VENS;KonRail GmbH;1900100303470;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;InterTourex GmbH;ANU_VENS;InterTourex GmbH;1900100303488;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;European Loc Pool AG;ANU_VENS;European Loc Pool AG;1900100303496;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;MEDWAY BELGIUM nv;ANU_VENS;Medway Belgium NV;1900100303503;Y;AUTO_EXACT;100.0;N;
RailCube/DataLake;Company name;České dráhy, a.s. (CD);ANU_VENS;Ceské dráhy, a.s.;1900100303511;N;REVIEW_COSMETIC_MULTIPLE;100.0;Y;
RailCube/DataLake;Company name;CargoBeamer Rolling Stock GmbH;ANU_VENS;Vossloh Rolling Stock GmbH;1900100303529;N;PROPOSED_MEDIUM;81.8;Y;
RailCube/DataLake;Company name;Hansebahn Bremen GmbH;ANU_VENS;Hansebahn Bremen GmbH;1900100303537;Y;AUTO_EXACT;100.0;N;
