run_id;calculated_at_utc;source_snapshot_at_utc;error_cutoff_utc;raw_locomotive_movement_rows;raw_transport_detail_rows;raw_locomotive_master_rows;staging_event_rows;skipped_event_rows;timeline_movement_rows;timeline_gap_rows;de_movement_rows;findings_error;findings_manual_review;findings_warning;findings_info;loco_days_ready;loco_days_warning;loco_days_blocked;global_export_blockers;excluded_export_rows;export_zuordnungen_rows;export_nutzungsmeldung_rows;unresolved_performing_ru;market_partner_mapping_conflicts;market_partner_role_conflicts;assigned_minutes;unresolved_gap_minutes;overlap_minutes;total_coverage_pct
RUN_20260607_181025;2026-06-07 20:10:34.98008;2026-06-07 18:10:04;2026-06-06 18:10:04;21310;19602;1891;14087;7223;14087;2915;7333;705;0;0;1084;544;0;1616;365;7333;0;0;0;0;1;2164845;318000;52290;87.19
